locus_tag	ftype	length_bp	gene	EC_number	COG	product
EBBPGFGJ_02424	CDS	2190	pdeA	3.1.4.52	COG2199	putative cyclic di-GMP phosphodiesterase PdeA
EBBPGFGJ_02425	tRNA	76				tRNA-Ala(ggc)
EBBPGFGJ_02426	tRNA	76				tRNA-Ala(ggc)
EBBPGFGJ_02427	CDS	363				hypothetical protein
EBBPGFGJ_02428	CDS	372				hypothetical protein
EBBPGFGJ_02429	CDS	1416	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
EBBPGFGJ_02430	tRNA	76				tRNA-Val(tac)
EBBPGFGJ_02431	tRNA	76				tRNA-Val(tac)
EBBPGFGJ_02432	tRNA	76				tRNA-Val(tac)
EBBPGFGJ_02433	tRNA	76				tRNA-Lys(ttt)
EBBPGFGJ_02434	CDS	885	shiR			HTH-type transcriptional regulator ShiR
EBBPGFGJ_02435	CDS	159				hypothetical protein
EBBPGFGJ_02436	CDS	1257	xapB		COG2211	Xanthosine permease
EBBPGFGJ_02437	CDS	834	xapA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 2
EBBPGFGJ_02438	CDS	762				hypothetical protein
EBBPGFGJ_02439	CDS	927	oxyR_1		COG0583	DNA-binding transcriptional dual regulator OxyR
EBBPGFGJ_02440	CDS	999				hypothetical protein
EBBPGFGJ_02441	CDS	219				hypothetical protein
EBBPGFGJ_02442	CDS	2016	ligA	6.5.1.2	COG0272	DNA ligase
EBBPGFGJ_02443	CDS	987	zipA		COG3115	Cell division protein ZipA
EBBPGFGJ_02444	CDS	762	cysZ		COG2981	Sulfate transporter CysZ
EBBPGFGJ_02445	CDS	972	cysK	2.5.1.47		Cysteine synthase A
EBBPGFGJ_02446	CDS	258	ptsH_1		COG1925	Phosphocarrier protein HPr
EBBPGFGJ_02447	CDS	1728	ptsI			phosphoenolpyruvate--protein phosphotransferase PtsI
EBBPGFGJ_02448	CDS	510	crr		COG2190	PTS system glucose-specific EIIA component
EBBPGFGJ_02449	CDS	240				hypothetical protein
EBBPGFGJ_02450	CDS	867	pdxK	2.7.1.35		Pyridoxine/pyridoxal/pyridoxamine kinase
EBBPGFGJ_02451	CDS	1293	ptsJ			Vitamin B6 salvage pathway transcriptional repressor PtsJ
EBBPGFGJ_02452	CDS	720				hypothetical protein
EBBPGFGJ_02453	CDS	363				hypothetical protein
EBBPGFGJ_02454	CDS	540				hypothetical protein
EBBPGFGJ_02455	CDS	912	cysM	2.5.1.47		Cysteine synthase B
EBBPGFGJ_02456	CDS	1098	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
EBBPGFGJ_02457	CDS	876	cysW		COG4208	Sulfate transport system permease protein CysW
EBBPGFGJ_02458	CDS	834	cysT		COG0555	Sulfate transport system permease protein CysT
EBBPGFGJ_02459	CDS	1017	cysP		COG4150	Thiosulfate-binding protein
EBBPGFGJ_02460	CDS	792	ucpA	1.-.-.-	COG1028	Oxidoreductase UcpA
EBBPGFGJ_02461	CDS	900	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
EBBPGFGJ_02462	CDS	576	yfeY			putative protein YfeY
EBBPGFGJ_02463	CDS	450	yfeZ			Inner membrane protein YfeZ
EBBPGFGJ_02464	CDS	426	ypeA	2.3.1.-		Acetyltransferase YpeA
EBBPGFGJ_02465	CDS	870	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
EBBPGFGJ_02466	CDS	900	hemF	1.3.3.3	COG0408	Oxygen-dependent coproporphyrinogen-III oxidase
EBBPGFGJ_02467	CDS	330				hypothetical protein
EBBPGFGJ_02468	CDS	1278				hypothetical protein
EBBPGFGJ_02469	CDS	969	eutR			HTH-type DNA-binding transcriptional activator EutR
EBBPGFGJ_02470	CDS	495	eutK			Bacterial microcompartment shell protein EutK
EBBPGFGJ_02471	CDS	660	eutL			Bacterial microcompartment shell protein EutL
EBBPGFGJ_02472	CDS	897	eutC	4.3.1.7		Ethanolamine ammonia-lyase small subunit
EBBPGFGJ_02473	CDS	1362	eutB	4.3.1.7		Ethanolamine ammonia-lyase large subunit
EBBPGFGJ_02474	CDS	1404	eutA			Ethanolamine ammonia-lyase reactivase EutA
EBBPGFGJ_02475	CDS	1227	eutH			putative ethanolamine permease EutH
EBBPGFGJ_02476	CDS	1188	eutG	1.1.1.1		putative alcohol dehydrogenase EutG
EBBPGFGJ_02477	CDS	840	eutJ			Ethanolamine utilization protein EutJ
EBBPGFGJ_02478	CDS	1404	eutE	1.2.1.10		Acetaldehyde dehydrogenase (acetylating) EutE
EBBPGFGJ_02479	CDS	288	eutN			Bacterial microcompartment shell vertex protein EutN
EBBPGFGJ_02480	CDS	291	eutM			Bacterial microcompartment shell protein EutM
EBBPGFGJ_02481	CDS	1017	eutD	2.3.1.8		Phosphate acetyltransferase EutD
EBBPGFGJ_02482	CDS	804	eutT	2.5.1.154		Corrinoid adenosyltransferase EutT
EBBPGFGJ_02483	CDS	690	eutQ	2.7.2.1		Acetate kinase EutQ
EBBPGFGJ_02484	CDS	480	eutP	2.7.2.1		putative acetate kinase EutP
EBBPGFGJ_02485	CDS	336	eutS			Bacterial microcompartment shell protein EutS
EBBPGFGJ_02486	CDS	459				IS200/IS605 family transposase IS200F
EBBPGFGJ_02487	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
EBBPGFGJ_02488	CDS	951	talB_2	2.2.1.2	COG0176	Transaldolase B
EBBPGFGJ_02489	CDS	2001	tktB	2.2.1.1	COG0021	Transketolase 2
EBBPGFGJ_02490	CDS	231				hypothetical protein
EBBPGFGJ_02491	CDS	1044				hypothetical protein
EBBPGFGJ_02492	CDS	576	nudK	3.6.1.-	COG0494	GDP-mannose pyrophosphatase
EBBPGFGJ_02493	CDS	1299	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
EBBPGFGJ_02494	CDS	1962	aegA_1		COG0493	Putative oxidoreductase AegA
EBBPGFGJ_02495	CDS	1701	narQ	2.7.13.3	COG3850	Nitrate/nitrite sensor protein NarQ
EBBPGFGJ_02496	CDS	3114	acrB_2			multidrug efflux RND transporter permease subunit AcrB
EBBPGFGJ_02497	CDS	357	yffB		COG1393	Protein YffB
EBBPGFGJ_02498	CDS	1128	dapE	3.5.1.18		Succinyl-diaminopimelate desuccinylase
EBBPGFGJ_02499	CDS	201				hypothetical protein
EBBPGFGJ_02500	CDS	2019	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
EBBPGFGJ_02501	CDS	864			COG2321	putative protein
EBBPGFGJ_02502	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
EBBPGFGJ_02503	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
EBBPGFGJ_02504	CDS	879	dapA	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
EBBPGFGJ_02505	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
EBBPGFGJ_02506	CDS	471	bcp	1.11.1.24	COG1225	Peroxiredoxin Bcp
EBBPGFGJ_02507	CDS	243				hypothetical protein
EBBPGFGJ_02508	CDS	1068				hypothetical protein
EBBPGFGJ_02509	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
EBBPGFGJ_02510	CDS	360	yfgD		COG1393	putative protein YfgD
EBBPGFGJ_02511	CDS	726	hda		COG0593	DnaA regulatory inactivator Hda
EBBPGFGJ_02512	CDS	1290	uraA		COG2233	Uracil permease
EBBPGFGJ_02513	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
EBBPGFGJ_02514	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
EBBPGFGJ_02515	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
EBBPGFGJ_02516	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
EBBPGFGJ_02517	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
EBBPGFGJ_02518	CDS	2214	pdeF	3.1.4.52	COG2200	Cyclic di-GMP phosphodiesterase PdeF
EBBPGFGJ_02519	CDS	192	yfgG			Protein YfgG
EBBPGFGJ_02520	CDS	315				hypothetical protein
EBBPGFGJ_02521	CDS	291				hypothetical protein
EBBPGFGJ_02522	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
EBBPGFGJ_02523	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
EBBPGFGJ_02524	CDS	1350	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
EBBPGFGJ_02525	CDS	6153				hypothetical protein
EBBPGFGJ_02526	CDS	7308				hypothetical protein
EBBPGFGJ_02527	CDS	5580				hypothetical protein
EBBPGFGJ_02528	CDS	960				hypothetical protein
EBBPGFGJ_02529	CDS	2193	sinH			intimin-like inverse autotransporter SinH
EBBPGFGJ_02530	CDS	222	yfgJ		COG1645	putative protein YfgJ
EBBPGFGJ_02531	CDS	1473	der			GTPase Der
EBBPGFGJ_02532	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
EBBPGFGJ_02533	CDS	621	yfgM		COG2976	Ancillary SecYEG translocon subunit
EBBPGFGJ_02534	CDS	1275	hisS	6.1.1.21		Histidine--tRNA ligase
EBBPGFGJ_02535	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
EBBPGFGJ_02536	CDS	1005	rodZ		COG1426	Cytoskeleton protein RodZ
EBBPGFGJ_02537	CDS	1167	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
EBBPGFGJ_02538	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
EBBPGFGJ_02539	CDS	864	napF_2			Ferredoxin-type protein NapF
EBBPGFGJ_02540	CDS	810	dmsC_3		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
EBBPGFGJ_02541	CDS	630	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
EBBPGFGJ_02542	CDS	2379	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
EBBPGFGJ_02543	CDS	2316	pbpC		COG4953	Penicillin-binding protein 1C
EBBPGFGJ_02544	CDS	4935	yfhM		COG2373	Alpha-2-macroglobulin
EBBPGFGJ_02545	CDS	843	sseA_2	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
EBBPGFGJ_02546	CDS	225				hypothetical protein
EBBPGFGJ_02547	CDS	669				hypothetical protein
EBBPGFGJ_02548	CDS	777				hypothetical protein
EBBPGFGJ_02549	CDS	180				hypothetical protein
EBBPGFGJ_02550	CDS	1284	pepB	3.4.11.23		Peptidase B
EBBPGFGJ_02551	CDS	201	iscX		COG2975	Protein IscX
EBBPGFGJ_02552	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
EBBPGFGJ_02553	CDS	1851	hscA		COG0443	Chaperone protein HscA
EBBPGFGJ_02554	CDS	516	hscB		COG1076	Co-chaperone protein HscB
EBBPGFGJ_02555	CDS	324	iscA		COG0316	Iron-binding protein IscA
EBBPGFGJ_02556	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
EBBPGFGJ_02557	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
EBBPGFGJ_02558	CDS	495	iscR		COG1959	HTH-type transcriptional regulator IscR
EBBPGFGJ_02559	CDS	732	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
EBBPGFGJ_02560	CDS	804	suhB	3.1.3.25		Nus factor SuhB
EBBPGFGJ_02561	CDS	879			COG1073	putative protein
EBBPGFGJ_02562	CDS	1044	asrA			Anaerobic sulfite reductase subunit A
EBBPGFGJ_02563	CDS	819	asrB			Anaerobic sulfite reductase subunit B
EBBPGFGJ_02564	CDS	1014	asrC	1.8.1.-		Anaerobic sulfite reductase subunit C
EBBPGFGJ_02565	CDS	987				hypothetical protein
EBBPGFGJ_02566	CDS	639				hypothetical protein
EBBPGFGJ_02567	CDS	1278				hypothetical protein
EBBPGFGJ_02568	CDS	1140	hcaT		COG2814	putative 3-phenylpropionic acid transporter
EBBPGFGJ_02569	CDS	1254	glyA	2.1.2.1		Serine hydroxymethyltransferase
EBBPGFGJ_02570	CDS	1191	hmp	1.14.12.17		Flavohemoprotein
EBBPGFGJ_02571	CDS	1545	cadC		COG3710	Transcriptional activator CadC
EBBPGFGJ_02572	CDS	1332	cadB		COG0531	Cadaverine/lysine antiporter
EBBPGFGJ_02573	CDS	2145	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
EBBPGFGJ_02574	CDS	1461	dtpC		COG3104	Dipeptide and tripeptide permease C
EBBPGFGJ_02575	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
EBBPGFGJ_02576	CDS	1338	glrR		COG2204	Transcriptional regulatory protein GlrR
EBBPGFGJ_02577	CDS	765	qseG		COG3170	Quorum-sensing regulator protein G
EBBPGFGJ_02578	CDS	1386	qseE	2.7.13.3	COG2205	Sensor histidine kinase QseE
EBBPGFGJ_02579	CDS	3888	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase
EBBPGFGJ_02580	CDS	1545	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
EBBPGFGJ_02581	CDS	519	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
EBBPGFGJ_02582	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
EBBPGFGJ_02583	CDS	1362	murP			PTS system MurNAc-GlcNAc-specific EIIBC component
EBBPGFGJ_02584	CDS	894	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
EBBPGFGJ_02585	CDS	849	murR		COG1737	HTH-type transcriptional regulator MurR
EBBPGFGJ_02586	CDS	918	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
EBBPGFGJ_02587	CDS	1197			COG2223	L-lactate transporter
EBBPGFGJ_02588	CDS	927	hdfR_1			HTH-type transcriptional regulator HdfR
EBBPGFGJ_02589	CDS	261	yfhL		COG1145	Ferredoxin YfhL
EBBPGFGJ_02590	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
EBBPGFGJ_02591	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
EBBPGFGJ_02592	CDS	729	recO		COG1381	DNA repair protein RecO
EBBPGFGJ_02593	CDS	906	era		COG1159	GTPase Era
EBBPGFGJ_02594	CDS	738	rnc	3.1.26.3	COG0571	Ribonuclease 3
EBBPGFGJ_02595	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
EBBPGFGJ_02596	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
EBBPGFGJ_02597	CDS	1470	gogB			type III secretion effector GogB
EBBPGFGJ_02598	CDS	474	sarA			Salmonella anti-inflammatory response activator
EBBPGFGJ_02599	CDS	186				hypothetical protein
EBBPGFGJ_02600	CDS	579	tfaE_3		COG2110	Prophage tail fiber assembly protein TfaE
EBBPGFGJ_02601	CDS	825				hypothetical protein
EBBPGFGJ_02602	CDS	2373				hypothetical protein
EBBPGFGJ_02603	CDS	243				hypothetical protein
EBBPGFGJ_02604	CDS	3363				hypothetical protein
EBBPGFGJ_02605	CDS	507				hypothetical protein
EBBPGFGJ_02606	CDS	738				hypothetical protein
EBBPGFGJ_02607	CDS	699				hypothetical protein
EBBPGFGJ_02608	CDS	330				hypothetical protein
EBBPGFGJ_02609	CDS	3096				hypothetical protein
EBBPGFGJ_02610	CDS	315				hypothetical protein
EBBPGFGJ_02611	CDS	396				hypothetical protein
EBBPGFGJ_02612	CDS	744				hypothetical protein
EBBPGFGJ_02613	CDS	402				hypothetical protein
EBBPGFGJ_02614	CDS	1131				IS200/IS605 family transposase ISEc42
EBBPGFGJ_02615	CDS	579				hypothetical protein
EBBPGFGJ_02616	CDS	384				hypothetical protein
EBBPGFGJ_02617	CDS	360				hypothetical protein
EBBPGFGJ_02618	CDS	1029				hypothetical protein
EBBPGFGJ_02619	CDS	348				hypothetical protein
EBBPGFGJ_02620	CDS	1497				hypothetical protein
EBBPGFGJ_02621	CDS	1620				hypothetical protein
EBBPGFGJ_02622	CDS	204				hypothetical protein
EBBPGFGJ_02623	CDS	1932				hypothetical protein
EBBPGFGJ_02624	CDS	546	nohA		COG4220	Prophage DNA-packing protein NohA
EBBPGFGJ_02625	CDS	402	pliG			Inhibitor of g-type lysozyme
EBBPGFGJ_02626	CDS	474				hypothetical protein
EBBPGFGJ_02627	CDS	453				hypothetical protein
EBBPGFGJ_02628	CDS	336				hypothetical protein
EBBPGFGJ_02629	CDS	474				hypothetical protein
EBBPGFGJ_02630	CDS	189				hypothetical protein
EBBPGFGJ_02631	tRNA	77				tRNA-Arg(tct)
EBBPGFGJ_02632	CDS	564				hypothetical protein
EBBPGFGJ_02633	CDS	678				hypothetical protein
EBBPGFGJ_02634	CDS	141	ylcG			putative protein YlcG
EBBPGFGJ_02635	CDS	612				hypothetical protein
EBBPGFGJ_02636	CDS	207				hypothetical protein
EBBPGFGJ_02637	CDS	603				hypothetical protein
EBBPGFGJ_02638	CDS	234	dinI_3			DNA damage-inducible protein I
EBBPGFGJ_02639	CDS	270				hypothetical protein
EBBPGFGJ_02640	CDS	312				hypothetical protein
EBBPGFGJ_02641	CDS	348				hypothetical protein
EBBPGFGJ_02642	CDS	750	dnaC_2	3.6.4.-	COG1484	Replicative helicase loader DnaC
EBBPGFGJ_02643	CDS	978				hypothetical protein
EBBPGFGJ_02644	CDS	321				hypothetical protein
EBBPGFGJ_02645	CDS	240				hypothetical protein
EBBPGFGJ_02646	CDS	411				hypothetical protein
EBBPGFGJ_02647	CDS	159				hypothetical protein
EBBPGFGJ_02648	CDS	288				hypothetical protein
EBBPGFGJ_02649	CDS	2886				hypothetical protein
EBBPGFGJ_02650	CDS	1110				hypothetical protein
EBBPGFGJ_02651	CDS	240				hypothetical protein
EBBPGFGJ_02652	CDS	285				hypothetical protein
EBBPGFGJ_02653	CDS	1230	intA_1		COG0582	Prophage integrase IntA
EBBPGFGJ_02654	CDS	480	rseC		COG3086	Protein RseC
EBBPGFGJ_02655	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
EBBPGFGJ_02656	CDS	651	rseA			Anti-sigma-E factor RseA
EBBPGFGJ_02657	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
EBBPGFGJ_02658	CDS	1623	nadB	1.4.3.16		L-aspartate oxidase
EBBPGFGJ_02659	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
EBBPGFGJ_02660	CDS	1335	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
EBBPGFGJ_02661	CDS	900	yeiE_2		COG0583	putative HTH-type transcriptional regulator YeiE
EBBPGFGJ_02662	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
EBBPGFGJ_02663	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
EBBPGFGJ_02664	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
EBBPGFGJ_02665	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
EBBPGFGJ_02666	CDS	420	trxC	1.8.1.8	COG3118	Thioredoxin 2
EBBPGFGJ_02667	CDS	681	tapT	2.5.1.25	COG3148	tRNA-uridine aminocarboxypropyltransferase
EBBPGFGJ_02668	CDS	2661	pat	2.3.1.-		Peptidyl-lysine N-acetyltransferase Pat
EBBPGFGJ_02669	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase PssA
EBBPGFGJ_02670	CDS	324				hypothetical protein
EBBPGFGJ_02671	CDS	1302	kgtP		COG0477	Alpha-ketoglutarate permease
EBBPGFGJ_02672	CDS	456				hypothetical protein
EBBPGFGJ_02673	tRNA	76				tRNA-Glu(ttc)
EBBPGFGJ_02674	CDS	255				hypothetical protein
EBBPGFGJ_02675	CDS	2574	clpB		COG0542	Chaperone protein ClpB
EBBPGFGJ_02676	CDS	732	yfiH	2.4.2.1		Purine nucleoside phosphorylase YfiH
EBBPGFGJ_02677	CDS	981	rluD	5.4.99.23		Ribosomal large subunit pseudouridine synthase D
EBBPGFGJ_02678	CDS	738	bamD		COG4105	Outer membrane protein assembly factor BamD
EBBPGFGJ_02679	CDS	339	raiA		COG1544	Ribosome-associated inhibitor A
EBBPGFGJ_02680	CDS	1161	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
EBBPGFGJ_02681	CDS	909		3.1.1.99		6-deoxy-6-sulfogluconolactonase
EBBPGFGJ_02682	CDS	1122	tyrA		COG0287	T-protein
EBBPGFGJ_02683	CDS	1071	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
EBBPGFGJ_02684	CDS	519	yfiR			Negative regulator YfiR
EBBPGFGJ_02685	CDS	1221	dgcN	2.7.7.65	COG2199	Diguanylate cyclase DgcN
EBBPGFGJ_02686	CDS	348	rplS		COG0335	Large ribosomal subunit protein bL19
EBBPGFGJ_02687	CDS	768	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
EBBPGFGJ_02688	CDS	549	rimM		COG0806	Ribosome maturation factor RimM
EBBPGFGJ_02689	CDS	249	rpsP		COG0228	Small ribosomal subunit protein bS16
EBBPGFGJ_02690	CDS	1362	ffh	3.6.5.4	COG0541	Signal recognition particle protein
EBBPGFGJ_02691	CDS	792	ypjD		COG4137	Inner membrane protein YpjD
EBBPGFGJ_02692	CDS	1242				hypothetical protein
EBBPGFGJ_02693	CDS	606				hypothetical protein
EBBPGFGJ_02694	CDS	591	grpE			Protein GrpE
EBBPGFGJ_02695	CDS	879	nadK	2.7.1.23		NAD kinase
EBBPGFGJ_02696	CDS	1662	recN		COG0497	DNA repair protein RecN
EBBPGFGJ_02697	CDS	339	bamE		COG2913	Outer membrane protein assembly factor BamE
EBBPGFGJ_02698	CDS	291				hypothetical protein
EBBPGFGJ_02699	CDS	438	ratA		COG2867	Ribosome association toxin RatA
EBBPGFGJ_02700	CDS	528	smpB		COG0691	SsrA-binding protein
EBBPGFGJ_02701	CDS	11475				hypothetical protein
EBBPGFGJ_02702	CDS	1410	bepC			Outer membrane efflux protein BepC
EBBPGFGJ_02703	CDS	2181	apxIB			Toxin RTX-I translocation ATP-binding protein
EBBPGFGJ_02704	CDS	1191	prsE_1		COG0845	Type I secretion system membrane fusion protein PrsE
EBBPGFGJ_02705	tmRNA	363	ssrA			transfer-messenger RNA, SsrA
EBBPGFGJ_02706	CDS	1101				hypothetical protein
EBBPGFGJ_02707	CDS	486				hypothetical protein
EBBPGFGJ_02708	CDS	2808	smc_1			Chromosome partition protein Smc
EBBPGFGJ_02709	CDS	303				hypothetical protein
EBBPGFGJ_02710	CDS	516				hypothetical protein
EBBPGFGJ_02711	CDS	1173	gpFI			Putative prophage major tail sheath protein
EBBPGFGJ_02712	CDS	558	hin_1			DNA-invertase hin
EBBPGFGJ_02713	CDS	1020				hypothetical protein
EBBPGFGJ_02714	CDS	408				hypothetical protein
EBBPGFGJ_02715	CDS	588				hypothetical protein
EBBPGFGJ_02716	CDS	1575				hypothetical protein
EBBPGFGJ_02717	CDS	606				hypothetical protein
EBBPGFGJ_02718	CDS	909				hypothetical protein
EBBPGFGJ_02719	CDS	360				hypothetical protein
EBBPGFGJ_02720	CDS	579				hypothetical protein
EBBPGFGJ_02721	CDS	447				hypothetical protein
EBBPGFGJ_02722	CDS	432				hypothetical protein
EBBPGFGJ_02723	CDS	429				hypothetical protein
EBBPGFGJ_02724	CDS	234				hypothetical protein
EBBPGFGJ_02725	CDS	510				hypothetical protein
EBBPGFGJ_02726	CDS	216				hypothetical protein
EBBPGFGJ_02727	CDS	204				hypothetical protein
EBBPGFGJ_02728	CDS	465				hypothetical protein
EBBPGFGJ_02729	CDS	654				hypothetical protein
EBBPGFGJ_02730	CDS	1083				hypothetical protein
EBBPGFGJ_02731	CDS	834				hypothetical protein
EBBPGFGJ_02732	CDS	1719				hypothetical protein
EBBPGFGJ_02733	CDS	1041				hypothetical protein
EBBPGFGJ_02734	CDS	1698				hypothetical protein
EBBPGFGJ_02735	CDS	732				hypothetical protein
EBBPGFGJ_02736	CDS	234				hypothetical protein
EBBPGFGJ_02737	CDS	189				hypothetical protein
EBBPGFGJ_02738	CDS	2430				hypothetical protein
EBBPGFGJ_02739	CDS	858	dam_1	2.1.1.72	COG0338	DNA adenine methylase
EBBPGFGJ_02740	CDS	228	ybiI_2		COG1734	putative protein YbiI
EBBPGFGJ_02741	CDS	234				hypothetical protein
EBBPGFGJ_02742	CDS	342				hypothetical protein
EBBPGFGJ_02743	CDS	459				hypothetical protein
EBBPGFGJ_02744	CDS	510				hypothetical protein
EBBPGFGJ_02745	CDS	240				hypothetical protein
EBBPGFGJ_02746	CDS	633				hypothetical protein
EBBPGFGJ_02747	CDS	1026	xerC_1			Tyrosine recombinase XerC
EBBPGFGJ_02748	CDS	1065	intA_2		COG0582	Prophage integrase IntA
EBBPGFGJ_02749	CDS	639				hypothetical protein
EBBPGFGJ_02750	CDS	1140				hypothetical protein
EBBPGFGJ_02751	CDS	813				hypothetical protein
EBBPGFGJ_02752	CDS	216				hypothetical protein
EBBPGFGJ_02753	CDS	2070				hypothetical protein
EBBPGFGJ_02754	CDS	1284				hypothetical protein
EBBPGFGJ_02755	CDS	867				hypothetical protein
EBBPGFGJ_02756	CDS	291				hypothetical protein
EBBPGFGJ_02757	CDS	285				hypothetical protein
EBBPGFGJ_02758	CDS	522	srlA_1			PTS system glucitol/sorbitol-specific EIIC component
EBBPGFGJ_02759	CDS	375	srlB_1		COG3731	PTS system glucitol/sorbitol-specific EIIA component
EBBPGFGJ_02760	CDS	981	srlE_1	2.7.1.198		PTS system glucitol/sorbitol-specific EIIB component
EBBPGFGJ_02761	CDS	1014	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
EBBPGFGJ_02762	CDS	1152				hypothetical protein
EBBPGFGJ_02763	CDS	636	hxlA	4.1.2.43	COG0269	3-hexulose-6-phosphate synthase
EBBPGFGJ_02764	CDS	567	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
EBBPGFGJ_02765	CDS	843	pgiA	5.3.1.9		Glucose-6-phosphate isomerase
EBBPGFGJ_02766	CDS	1542	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
EBBPGFGJ_02767	CDS	1680	sgrR_3		COG4533	HTH-type transcriptional regulator SgrR
EBBPGFGJ_02768	CDS	183				hypothetical protein
EBBPGFGJ_02769	CDS	876				hypothetical protein
EBBPGFGJ_02770	CDS	1842				hypothetical protein
EBBPGFGJ_02771	CDS	1323				hypothetical protein
EBBPGFGJ_02772	CDS	597	intA_3		COG0582	Prophage integrase IntA
EBBPGFGJ_02773	CDS	393				IS3 family transposase IS1351
EBBPGFGJ_02774	CDS	267				IS3 family transposase IS1351
EBBPGFGJ_02775	CDS	639				hypothetical protein
EBBPGFGJ_02776	CDS	1983				hypothetical protein
EBBPGFGJ_02777	CDS	300				IS3 family transposase ISSty2
EBBPGFGJ_02778	CDS	867				IS3 family transposase ISSty2
EBBPGFGJ_02779	CDS	471				hypothetical protein
EBBPGFGJ_02780	CDS	1521	fljB			Phase 2 flagellin
EBBPGFGJ_02781	CDS	573	hin_2			DNA-invertase hin
